Мақоми давлатӣ,Категория,№,Рамзи хизматрасонӣ,Номгӯйи хизматрасонӣ,Гирандаи хизматрасонӣ,Хизматрасонанда,Ташкилоти қабул ва додани натиҷа,Шакли хизматрасонӣ,Музднок ё ройгон
ВАЗОРАТИ МОЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Маълумотнома,305,000305,"Маълумотнома аз натиҷаи муайян намудани металлҳои қиматбаҳо дар таркиби рӯйпӯшҳо, таҳшинҳои электролит: тилло ё нуқра, платина ё палладий",Шахсони воқеӣ ва ҳуқуқӣ,Нозироти давлатии иёргирӣ,Нозироти давлатии иёргирӣ,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ МОЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Маълумотнома,306,000306,Маълумотнома аз натиҷаи муайян намудани металлҳои қиматбаҳо дар таркиби маводди синамоӣ бо усули кимиёвӣ,Шахсони воқеӣ ва ҳуқуқӣ,Нозироти давлатии иёргирӣ,Нозироти давлатии иёргирӣ,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ МОЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Маълумотнома,307,000307,Маълумотнома аз натиҷаи муайян намудани металлҳои қиматбаҳо дар таркиби реза ва хокаҳои металлии ташкилот,Шахсони воқеӣ ва ҳуқуқӣ,Нозироти давлатии иёргирӣ,Нозироти давлатии иёргирӣ,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ МОЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Маълумотнома,308,000308,Маълумотнома аз баҳогузории металлҳои қиматбаҳо ва сангҳои қиматбаҳо дар маснуот,Шахсони воқеӣ ва ҳуқуқӣ,Нозироти давлатии иёргирӣ,Нозироти давлатии иёргирӣ,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ МОЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Маълумотнома,309,000309,Маълумот аз натиҷаи иёр гирифтан ва тамға задани маснуоти заргарӣ ва дигар маснуоти маишии аз металҳои қиматбаҳо сохташуда,Шахсони воқеӣ ва ҳуқуқӣ,Нозироти давлатии иёргирӣ,Нозироти давлатии иёргирӣ,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ МОЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Маълумотнома,310,000310,"Маълумотнома оид ба маснуоти платинӣ, маснуоти тиллоӣ, маснуоти нуқрагӣ ва арзиши сангҳои қиматбаҳо",Шахсони воқеӣ ва ҳуқуқӣ,Нозироти давлатии иёргирӣ,Нозироти давлатии иёргирӣ,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ МОЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Маълумотнома,311,000311,Маълумотнома оид ба муайян намудани номгӯи сангҳои қиматбаҳо ва монанди сунъии онҳо ва нигинҳо,Шахсони воқеӣ ва ҳуқуқӣ,Нозироти давлатии иёргирӣ,Нозироти давлатии иёргирӣ,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ МОЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Маълумотнома,312,000312,"Маълумотнома аз натиҷаи ташхиси сангҳо, муайян намудани номгӯи сангҳои қиматбаҳо ва дигар сангҳои нафис, нигинаҳои аз чунин сангҳо сохташаванда ва монандҳои сунъии онҳо, муайян намудани вазни нигинаҳои аз сангҳои қиматбаҳо насбкардашуда бо усули ҳисобкунӣ",Шахсони воқеӣ ва ҳуқуқӣ,Нозироти давлатии иёргирӣ,Нозироти давлатии иёргирӣ,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ МОЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Маълумотнома,313,000313,"Маълумотнома аз натиҷаи муайян кардани тилло, нуқра, платина ё яке аз ин фулузот дар таркиби маъданҳо",Шахсони воқеӣ ва ҳуқуқӣ,Нозироти давлатии иёргирӣ,Нозироти давлатии иёргирӣ,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ МОЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Маълумотнома,314,000314,Маълумотнома оид ба тайёр намудани номтамға бо фармоиши истеҳсолкунандаи маснуоти заргарӣ бо усули механикӣ,Шахсони воқеӣ ва ҳуқуқӣ,Нозироти давлатии иёргирӣ,Нозироти давлатии иёргирӣ,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ МОЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Маълумотнома,315,000315,Маълумотнома оид ба нест кардани тамғаҳои қалбакӣ дар маҳсулот,Шахсони воқеӣ ва ҳуқуқӣ,Нозироти давлатии иёргирӣ,Нозироти давлатии иёргирӣ,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ МОЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Сертификат,316,000316,Cертификати резидентӣ,Шахсони воқеӣ ва ҳуқуқӣ,Вазорати молияи Ҷумҳурии Тоҷикистон,Вазорати молияи Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ МОЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Сертификат,318,000318,Сертификати металлҳои қиматбаҳо ва сангҳои қиматбаҳо,Шахсони воқеӣ ва ҳуқуқӣ,Нозироти давлатии иёргирӣ,Нозироти давлатии иёргирӣ,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ МОЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Шаҳодатнома,319,000319,Шаҳодатнома барои фаъолият оид ба гузаронидани лотерея,Шахсони воқеӣ ва ҳуқуқӣ,Вазорати молияи Ҷумҳурии Тоҷикистон,Вазорати молияи Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ МОЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Шаҳодатнома,320,000320,Шаҳодатнома барои фаъолият оид ба гузаронидани лотереяи электронӣ,Шахсони воқеӣ ва ҳуқуқӣ,Вазорати молияи Ҷумҳурии Тоҷикистон,Вазорати молияи Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ МОЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Шаҳодатнома,321,000321,Шаҳодатнома барои фаъолият оид ба гузаронидани иқдомҳо,Шахсони воқеӣ ва ҳуқуқӣ,Вазорати молияи Ҷумҳурии Тоҷикистон,Вазорати молияи Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ МОЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Шаҳодатнома,322,000322,Шаҳодатнома барои фаъолият оид ба гузаронидани бозиҳои бурднок,Шахсони воқеӣ ва ҳуқуқӣ,Вазорати молияи Ҷумҳурии Тоҷикистон,Вазорати молияи Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ МОЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Шаҳодатнома,324,000324,Шаҳодатнома барои фаъолият оид ба сохтани дандонҳо аз металлҳои қиматбаҳо,Шахсони воқеӣ ва ҳуқуқӣ,Нозироти давлатии иёргирӣ,Нозироти давлатии иёргирӣ,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ МОЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Шаҳодатнома,325,000325,"Шаҳодатнома дар бораи баҳисобгирӣ ва қайди ташкилот ва соҳибкорони инфиродии дандонпизишкӣ, ки ба фаъолияти расонидани ёрии ортопедӣ-протезӣ машғуланд",Шахсони воқеӣ ва ҳуқуқӣ,Нозироти давлатии иёргирӣ,Нозироти давлатии иёргирӣ,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ МОЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Шаҳодатнома,326,000326,"Шаҳодатнома дар бораи қайди номтамғаҳо, ки дорандаи онҳо ба таъмир ва сохтани маснуоти заргарӣ машғуланд",Шахсони воқеӣ ва ҳуқуқӣ,Нозироти давлатии иёргирӣ,Нозироти давлатии иёргирӣ,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ МОЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Шаҳодатнома,330,000330,Шаҳодатномаи суғуртаи ҳатмӣ,Шахсони воқеӣ ва ҳуқуқӣ,"Корхонаи воҳиди давлатии «Тоҷиксуғурта» ва филиалу намояндагиҳои Корхонаи воҳиди давлатии «Тоҷиксуғурта» дар вилоятҳо, минтақаҳо ва шаҳру ноҳияҳо","Корхонаи воҳиди давлатии «Тоҷиксуғурта» ва филиалу намояндагиҳои Корхонаи воҳиди давлатии «Тоҷиксуғурта» дар вилоятҳо, минтақаҳо ва шаҳру ноҳияҳо","Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ МОЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Шаҳодатнома,331,000331,Шаҳодатномаи суғуртаи ихтиёрӣ,Шахсони воқеӣ ва ҳуқуқӣ,"Корхонаи воҳиди давлатии «Тоҷиксуғурта» ва филиалу намояндагиҳои Корхонаи воҳиди давлатии «Тоҷиксуғурта» дар вилоятҳо, минтақаҳо ва шаҳру ноҳияҳо","Корхонаи воҳиди давлатии «Тоҷиксуғурта» ва филиалу намояндагиҳои Корхонаи воҳиди давлатии «Тоҷиксуғурта» дар вилоятҳо, минтақаҳо ва шаҳру ноҳияҳо","Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Варақаҳо,334,000334,Варақаи роҳхат барои воситаҳои нақлиёт,Шахси воқеи ва ҳуқуқи,Муассисаи давлатии «Нақлиёти автомобилӣ ва хизматрасонии логистикӣ»,Муассисаи давлатии «Нақлиёти автомобилӣ ва хизматрасонии логистикӣ»,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Варақаҳо,335,000335,Варақаи борхати моли нақлиётӣ,Шахси воқеи ва ҳуқуқи,Муассисаи давлатии «Нақлиёти автомобилӣ ва хизматрасонии логистикӣ»,Муассисаи давлатии «Нақлиёти автомобилӣ ва хизматрасонии логистикӣ»,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,337,000337,Иҷозатнома барои фаъолият оид ба корҳои лоиҳакашӣ ва тадқиқотии роҳҳои автомобилгард ва иншооти роҳи сатҳи масъулиятнокии дараҷаи 1,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,338,000338,Иҷозатнома барои фаъолият оид ба корҳои лоиҳакашӣ ва тадқиқотии роҳҳои автомобилгард ва иншооти роҳи сатҳи масъулиятнокии дараҷаи 2,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,339,000339,Иҷозатнома барои фаъолият оид ба корҳои лоиҳакашӣ ва тадқиқотии роҳҳои автомобилгард ва иншооти роҳи сатҳи масъулиятнокии дараҷаи 3,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,340,000340,Иҷозатнома барои фаъолият оид ба корҳои лоиҳакашӣ ва тадқиқотии роҳҳои автомобилгард ва иншооти роҳи сатҳи масъулиятнокии дараҷаи 4,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,341,000341,"Иҷозатнома барои фаъолият оид ба сохтмон, таъмир ва барқарор кардани роҳҳои автомобилгард ва иншооти роҳи сатҳи масъулиятнокии дараҷаи 1",Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,342,000342,"Иҷозатнома барои фаъолият оид ба сохтмон, таъмир ва барқарор кардани роҳҳои автомобилгард ва иншооти роҳи сатҳи масъулиятнокии дараҷаи 2",Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,343,000343,"Иҷозатнома барои фаъолият оид ба сохтмон, таъмир ва барқарор кардани роҳҳои автомобилгард ва иншооти роҳи сатҳи масъулиятнокии дараҷаи 3",Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,344,000344,"Иҷозатнома барои фаъолият оид ба сохтмон, таъмир ва барқарор кардани роҳҳои автомобилгард ва иншооти роҳи сатҳи масъулиятнокии дараҷаи 4",Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,345,000345,Иҷозатнома барои фаъолият оид ба корҳои лоиҳакашӣ ва тадқиқотии роҳи оҳан ва иншооти роҳи оҳани сатҳи масъулиятнокии дараҷаи 1,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,346,000346,Иҷозатнома барои фаъолият оид ба корҳои лоиҳакашӣ ва тадқиқотии роҳи оҳан ва иншооти роҳи оҳани сатҳи масъулиятнокии дараҷаи 2,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,347,000347,Иҷозатнома барои фаъолият оид ба корҳои лоиҳакашӣ ва тадқиқотии роҳи оҳан ва иншооти роҳи оҳани сатҳи масъулиятнокии дараҷаи 3,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,348,000348,Иҷозатнома барои фаъолият оид ба корҳои лоиҳакашӣ ва тадқиқотии роҳи оҳан ва иншооти роҳи оҳани сатҳи масъулиятнокии дараҷаи 4,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,349,000349,"Иҷозатнома барои фаъолият оид ба сохтмон, таъмир ва барқарор кардани роҳи оҳан ва иншооти роҳи оҳани сатҳи масъулиятнокии дараҷаи 1",Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,350,000350,"Иҷозатнома барои фаъолият оид ба сохтмон, таъмир ва барқарор кардани роҳи оҳан ва иншооти роҳи оҳани сатҳи масъулиятнокии дараҷаи 2",Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,351,000351,"Иҷозатнома барои фаъолият оид ба сохтмон, таъмир ва барқарор кардани роҳи оҳан ва иншооти роҳи оҳани сатҳи масъулиятнокии дараҷаи 3",Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,352,000352,"Иҷозатнома барои фаъолият оид ба сохтмон, таъмир ва барқарор кардани роҳи оҳан ва иншооти роҳи оҳани сатҳи масъулиятнокии дараҷаи 4",Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,353,000353,Иҷозатнома барои фаъолият оид ба мусофиркашонӣ дар дохили ҷумҳурӣ бо нақлиёти автомобилӣ,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,354,000354,Иҷозатнома барои фаъолият оид ба мусофиркашонии байналмилалӣ бо нақлиёти автомобилӣ,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,355,000355,Иҷозатнома барои фаъолият оид ба боркашонӣ дар дохили ҷумҳурӣ бо нақлиёти автомобилӣ,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,356,000356,Иҷозатнома барои фаъолият оид ба боркашонии байналмилалӣ бо нақлиёти автомобилӣ,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,357,000357,Иҷозатнома барои фаъолияти нақлиётӣ-экспедитсионӣ дар нақлиёти автомобилӣ,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,358,000358,Иҷозатнома барои фаъолият оид ба мусофиркашонӣ бо нақлиёти роҳи оҳан,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,359,000359,Иҷозатнома барои фаъолият оид ба боркашонӣ бо нақлиёти роҳи оҳан,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,360,000360,Иҷозатнома барои фаъолият оид ба хизматрасонии техникӣ ва таъмир дар нақлиёти автомобилӣ,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,361,000361,Иҷозатнома барои фаъолият оид ба хизматрасонии техникӣ ва таъмир дар нақлиёти роҳи оҳан,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,362,000362,Иҷозатнома барои фаъолияти терминалҳои мусофиркашонӣ,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,363,000363,Иҷозатнома барои фаъолияти терминалҳои боркашонӣ,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозат (Рухсатнома),365,000365,Рухсатнома барои хизматрасонӣ дар соҳаи байналмилалӣ,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Мувофиқасозӣ,366,000366,"Мувофиқакунии сохтмон, таҷдид ва таъмири нуқтаҳои васлшавӣ ва буриши роҳҳои автомобилгард",Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Мувофиқасозӣ,367,000367,"Мувофиқакунии убури роҳҳои автомобилгард бо каналҳо, хатҳои алоқа, интиқоли барқ, лўлаҳои нафт, газ, об ва роҳҳои оҳан, таҷҳизоти пайвастшавӣ ва воридшавӣ",Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Мувофиқасозӣ,368,000368,Мувофиқакунии иҷрои корҳои коркарди қум ва шағал дар маҷрои дарёҳо болотар ё поёнтар аз пулҳо ба масофаи на камтар аз 2 (ду) км,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Мувофиқасозӣ,369,000369,Мувофиқакунии шартҳои техникии сохтани иншооти коммуникатсионӣ дар қитъаи ҳамшафати роҳҳои автомобилгарди истифодабарии умумӣ,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Сертификат,370,000370,Сертификати мутобиқат дар соҳаи нақлиёт,Шахсони воқеӣ ва ҳуқуқӣ,Корхонаи воҳиди давлатии «Маркази сертификатсиякунони кор ва хизматрасони дар соҳаи нақлиёт»,Корхонаи воҳиди давлатии «Маркази сертификатсиякунони кор ва хизматрасони дар соҳаи нақлиёт»,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Сертификат,371,000371,Сертификати боркашӣ дар соҳаи нақлиёт,Шахсони воқеӣ ва ҳуқуқӣ,Корхонаи воҳиди давлатии «Маркази сертификатсиякунони кор ва хизматрасони дар соҳаи нақлиёт»,Корхонаи воҳиди давлатии «Маркази сертификатсиякунони кор ва хизматрасони дар соҳаи нақлиёт»,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Сертификат,372,000372,Сертификати салоҳиятнокӣ,Шахсони воқеӣ ва ҳуқуқӣ,Корхонаи воҳиди давлатии «Маркази сертификатсиякунони кор ва хизматрасони дар соҳаи нақлиёт»,Корхонаи воҳиди давлатии «Маркази сертификатсиякунони кор ва хизматрасони дар соҳаи нақлиёт»,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ НАҚЛИЁТИ ҶУМҲУРИИ ТОҶИКИСТОН,Хулоса,373,000373,Хулоса барои иҷро намудани корҳо тибқи лоиҳаҳои вобаста ба сохтмон ё таҷдиди роҳҳои автомобилгард,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,Хадамоти давлатии назорат ва танзим дар соҳаи нақлиёт,"Коғазӣ, электронӣ",Музднок
